id,symbol,cat_name,rel_position,duration
005096.png,clef_bass,clefF,,
005097.png,clef_bass,clefF,,
005098.png,dot,augmentationDot,,
005099.png,dot,augmentationDot,,
005100.png,time_6,timeSig6,,
005101.png,time_8,timeSig8,,
005102.png,time_6,timeSig6,,
005103.png,time_8,timeSig8,,
005104.png,time_6,timeSig6,,
005105.png,time_8,timeSig8,,
005106.png,time_6,timeSig6,,
005107.png,time_8,timeSig8,,
005108.png,dot,augmentationDot,,
005109.png,natural,accidentalNatural,1,
005110.png,natural,accidentalNatural,3,
005111.png,natural,accidentalNatural,1,
005112.png,natural,accidentalNatural,4,
005113.png,natural,accidentalNatural,6,
005114.png,natural,accidentalNatural,7,
005115.png,flat,accidentalFlat,7,
005116.png,natural,accidentalNatural,7,
005117.png,natural,accidentalNatural,8,
005118.png,natural,accidentalNatural,-4,
005119.png,flat,accidentalFlat,7,
005120.png,flat,accidentalFlat,2,
005121.png,flat,accidentalFlat,2,
005122.png,natural,accidentalNatural,-3,
005123.png,flat,accidentalFlat,0,
005124.png,natural,accidentalNatural,-1,
005125.png,flat,accidentalFlat,7,
005126.png,flat,accidentalFlat,2,
005127.png,flat,accidentalFlat,7,
005128.png,natural,accidentalNatural,-1,
005129.png,natural,accidentalNatural,4,
005130.png,natural,accidentalNatural,3,
005131.png,flat,accidentalFlat,2,
005132.png,flat,accidentalFlat,2,
005133.png,natural,accidentalNatural,3,
005134.png,flat,accidentalFlat,0,
005135.png,flat,accidentalFlat,2,
005136.png,flat,accidentalFlat,2,
005137.png,flat,accidentalFlat,0,
005138.png,rest_8th,rest8th,,
005139.png,clef_treble,clefG,,
005140.png,clef_bass,clefF,,
005141.png,rest_8th,rest8th,,
005142.png,clef_bass,clefF,,
005143.png,clef_treble,clefG,,
005144.png,clef_treble,clefG,,
005145.png,clef_bass,clefF,,
005146.png,clef_bass,clefF,,
005147.png,rest_8th,rest8th,,
005148.png,clef_treble,clefG,,
005149.png,rest_8th,rest8th,,
005150.png,rest_8th,rest8th,,
005151.png,clef_bass,clefF,,
005152.png,rest_8th,rest8th,,
005153.png,clef_treble,clefG,,
005154.png,natural,accidentalNatural,-5,
005155.png,sharp,accidentalSharp,-5,
005156.png,sharp,accidentalSharp,3,
005157.png,time_4,timeSig4,,
005158.png,time_4,timeSig4,,
005159.png,clef_treble,clefG,,
005160.png,time_4,timeSig4,,
005161.png,time_4,timeSig4,,
005162.png,clef_bass,clefF,,
005163.png,clef_8,clef8,,
005164.png,time_4,timeSig4,,
005165.png,time_4,timeSig4,,
005166.png,time_4,timeSig4,,
005167.png,time_4,timeSig4,,
005168.png,time_4,timeSig4,,
005169.png,time_4,timeSig4,,
005170.png,clef_8,clef8,,
005171.png,rest_whole,restWhole,,
005172.png,rest_whole,restWhole,,
005173.png,rest_whole,restWhole,,
005174.png,rest_whole,restWhole,,
005175.png,rest_whole,restWhole,,
005176.png,rest_whole,restWhole,,
005177.png,rest_whole,restWhole,,
005178.png,rest_whole,restWhole,,
005179.png,clef_treble,clefG,,
005180.png,clef_8,clef8,,
005181.png,time_4,timeSig4,,
005182.png,time_4,timeSig4,,
005183.png,clef_treble,clefG,,
005184.png,clef_8,clef8,,
005185.png,clef_bass,clefF,,
005186.png,clef_treble,clefG,,
005187.png,rest_whole,restWhole,,
005188.png,rest_whole,restWhole,,
005189.png,rest_whole,restWhole,,
005190.png,rest_whole,restWhole,,
005191.png,clef_treble,clefG,,
005192.png,clef_8,clef8,,
005193.png,clef_treble,clefG,,
005194.png,clef_8,clef8,,
005195.png,double_sharp,accidentalDoubleSharp,3,
005196.png,double_sharp,accidentalDoubleSharp,-4,
005197.png,double_sharp,accidentalDoubleSharp,-4,
005198.png,double_sharp,accidentalDoubleSharp,3,
005199.png,natural,accidentalNatural,10,
005200.png,natural,accidentalNatural,4,
005201.png,natural,accidentalNatural,4,
005202.png,natural,accidentalNatural,4,
005203.png,natural,accidentalNatural,4,
005204.png,natural,accidentalNatural,3,
005205.png,natural,accidentalNatural,3,
005206.png,natural,accidentalNatural,3,
005207.png,natural,accidentalNatural,3,
005208.png,natural,accidentalNatural,10,
005209.png,natural,accidentalNatural,-10,
005210.png,natural,accidentalNatural,-10,
005211.png,natural,accidentalNatural,10,
005212.png,natural,accidentalNatural,-10,
005213.png,natural,accidentalNatural,10,
005214.png,natural,accidentalNatural,0,
005215.png,natural,accidentalNatural,5,
005216.png,natural,accidentalNatural,6,
005217.png,natural,accidentalNatural,5,
005218.png,natural,accidentalNatural,1,
005219.png,rest_half,restHalf,,
005220.png,rest_half,restHalf,,
005221.png,rest_half,restHalf,,
005222.png,rest_half,restHalf,,
005223.png,rest_half,restHalf,,
005224.png,clef_bass,clefF,,
005225.png,rest_half,restHalf,,
005226.png,clef_bass,clefF,,
005227.png,rest_half,restHalf,,
005228.png,rest_half,restHalf,,
005229.png,clef_tenor,clefCTenor,,
005230.png,clef_bass,clefF,,
005231.png,clef_bass,clefF,,
005232.png,clef_bass,clefF,,
005233.png,clef_bass,clefF,,
005234.png,clef_8,clef8,,
005235.png,clef_bass,clefF,,
005236.png,clef_8,clef8,,
005237.png,clef_bass,clefF,,
005238.png,clef_8,clef8,,
005239.png,rest_whole,restWhole,,
005240.png,rest_whole,restWhole,,
005241.png,clef_bass,clefF,,
005242.png,clef_bass,clefF,,
005243.png,clef_8,clef8,,
005244.png,clef_bass,clefF,,
005245.png,flat,accidentalFlat,9,
005246.png,flat,accidentalFlat,1,
005247.png,flat,accidentalFlat,-5,
005248.png,natural,accidentalNatural,4,
005249.png,natural,accidentalNatural,-4,
005250.png,flat,accidentalFlat,10,
005251.png,natural,accidentalNatural,4,
005252.png,natural,accidentalNatural,4,
005253.png,natural,accidentalNatural,-3,
005254.png,natural,accidentalNatural,-7,
005255.png,natural,accidentalNatural,1,
005256.png,rest_8th,rest8th,,
005257.png,rest_half,restHalf,,
005258.png,rest_half,restHalf,,
005259.png,rest_half,restHalf,,
005260.png,rest_quarter,restQuarter,,
005261.png,rest_8th,rest8th,,
005262.png,rest_quarter,restQuarter,,
005263.png,rest_quarter,restQuarter,,
005264.png,rest_8th,rest8th,,
005265.png,rest_8th,rest8th,,
005266.png,rest_whole,restWhole,,
005267.png,rest_whole,restWhole,,
005268.png,rest_8th,rest8th,,
005269.png,rest_8th,rest8th,,
005270.png,rest_8th,rest8th,,
005271.png,rest_quarter,restQuarter,,
005272.png,rest_8th,rest8th,,
005273.png,rest_8th,rest8th,,
005274.png,rest_quarter,restQuarter,,
005275.png,dot,augmentationDot,,
005276.png,clef_bass,clefF,,
005277.png,clef_bass,clefF,,
005278.png,clef_bass,clefF,,
005279.png,clef_treble,clefG,,
005280.png,rest_quarter,restQuarter,,
005281.png,rest_quarter,restQuarter,,
005282.png,rest_quarter,restQuarter,,
005283.png,dot,augmentationDot,,
005284.png,dot,augmentationDot,,
005285.png,rest_8th,rest8th,,
005286.png,rest_half,restHalf,,
005287.png,rest_half,restHalf,,
005288.png,rest_quarter,restQuarter,,
005289.png,dot,augmentationDot,,
005290.png,rest_8th,rest8th,,
005291.png,rest_half,restHalf,,
005292.png,rest_8th,rest8th,,
005293.png,rest_8th,rest8th,,
005294.png,rest_8th,rest8th,,
005295.png,rest_8th,rest8th,,
005296.png,rest_8th,rest8th,,
005297.png,rest_quarter,restQuarter,,
005298.png,rest_8th,rest8th,,
005299.png,rest_8th,rest8th,,
005300.png,rest_8th,rest8th,,
005301.png,rest_8th,rest8th,,
005302.png,rest_half,restHalf,,
005303.png,rest_quarter,restQuarter,,
005304.png,rest_8th,rest8th,,
005305.png,rest_8th,rest8th,,
005306.png,rest_quarter,restQuarter,,
005307.png,rest_8th,rest8th,,
005308.png,rest_half,restHalf,,
005309.png,rest_8th,rest8th,,
005310.png,rest_8th,rest8th,,
005311.png,clef_bass,clefF,,
005312.png,clef_bass,clefF,,
005313.png,clef_bass,clefF,,
005314.png,rest_8th,rest8th,,
005315.png,clef_treble,clefG,,
005316.png,rest_8th,rest8th,,
005317.png,rest_8th,rest8th,,
005318.png,rest_quarter,restQuarter,,
005319.png,rest_8th,rest8th,,
005320.png,rest_quarter,restQuarter,,
005321.png,rest_8th,rest8th,,
005322.png,rest_8th,rest8th,,
005323.png,rest_8th,rest8th,,
005324.png,rest_8th,rest8th,,
005325.png,rest_8th,rest8th,,
005326.png,rest_8th,rest8th,,
005327.png,rest_quarter,restQuarter,,
005328.png,rest_8th,rest8th,,
005329.png,rest_quarter,restQuarter,,
005330.png,rest_quarter,restQuarter,,
005331.png,rest_quarter,restQuarter,,
005332.png,rest_8th,rest8th,,
005333.png,rest_8th,rest8th,,
005334.png,rest_8th,rest8th,,
005335.png,rest_whole,restWhole,,
005336.png,rest_whole,restWhole,,
005337.png,rest_whole,restWhole,,
005338.png,rest_whole,restWhole,,
005339.png,rest_whole,restWhole,,
005340.png,rest_whole,restWhole,,
005341.png,rest_quarter,restQuarter,,
005342.png,rest_half,restHalf,,
005343.png,clef_bass,clefF,,
005344.png,clef_bass,clefF,,
005345.png,clef_bass,clefF,,
005346.png,rest_half,restHalf,,
005347.png,clef_treble,clefG,,
005348.png,dot,augmentationDot,,
005349.png,rest_quarter,restQuarter,,
005350.png,rest_quarter,restQuarter,,
005351.png,rest_quarter,restQuarter,,
005352.png,rest_half,restHalf,,
005353.png,rest_8th,rest8th,,
005354.png,rest_8th,rest8th,,
005355.png,rest_half,restHalf,,
005356.png,rest_quarter,restQuarter,,
005357.png,rest_quarter,restQuarter,,
005358.png,sharp,accidentalSharp,5,
005359.png,sharp,accidentalSharp,5,
005360.png,sharp,accidentalSharp,5,
005361.png,sharp,accidentalSharp,-2,
005362.png,sharp,accidentalSharp,5,
005363.png,sharp,accidentalSharp,-2,
005364.png,sharp,accidentalSharp,-2,
005365.png,dot,augmentationDot,,
005366.png,dot,augmentationDot,,
005367.png,dot,augmentationDot,,
005368.png,dot,augmentationDot,,
005369.png,dot,augmentationDot,,
005370.png,dot,augmentationDot,,
005371.png,dot,augmentationDot,,
005372.png,dot,augmentationDot,,
005373.png,clef_treble,clefG,,
005374.png,clef_treble,clefG,,
005375.png,time_3,timeSig3,,
005376.png,time_3,timeSig3,,
005377.png,time_2,timeSig2,,
005378.png,time_3,timeSig3,,
005379.png,time_3,timeSig3,,
005380.png,time_2,timeSig2,,
005381.png,dot,augmentationDot,,
005382.png,dot,augmentationDot,,
005383.png,dot,augmentationDot,,
005384.png,dot,augmentationDot,,
005385.png,clef_treble,clefG,,
005386.png,clef_treble,clefG,,
005387.png,clef_treble,clefG,,
005388.png,clef_treble,clefG,,
005389.png,clef_treble,clefG,,
005390.png,clef_treble,clefG,,
005391.png,clef_treble,clefG,,
005392.png,clef_treble,clefG,,
005393.png,flat,accidentalFlat,2,
005394.png,flat,accidentalFlat,1,
005395.png,sharp,accidentalSharp,3,
005396.png,flat,accidentalFlat,-1,
005397.png,sharp,accidentalSharp,3,
005398.png,sharp,accidentalSharp,-2,
005399.png,flat,accidentalFlat,2,
005400.png,sharp,accidentalSharp,5,
005401.png,sharp,accidentalSharp,3,
005402.png,sharp,accidentalSharp,3,
005403.png,sharp,accidentalSharp,-2,
005404.png,flat,accidentalFlat,-1,
005405.png,flat,accidentalFlat,3,
005406.png,flat,accidentalFlat,-4,
005407.png,flat,accidentalFlat,0,
005408.png,flat,accidentalFlat,3,
005409.png,rest_8th,rest8th,,
005410.png,rest_8th,rest8th,,
005411.png,clef_alto,clefCAlto,,
005412.png,dot,augmentationDot,,
005413.png,dot,augmentationDot,,
005414.png,dot,augmentationDot,,
005415.png,rest_half,restHalf,,
005416.png,rest_quarter,restQuarter,,
005417.png,rest_quarter,restQuarter,,
005418.png,rest_quarter,restQuarter,,
005419.png,rest_quarter,restQuarter,,
005420.png,rest_quarter,restQuarter,,
005421.png,rest_quarter,restQuarter,,
005422.png,rest_quarter,restQuarter,,
005423.png,rest_half,restHalf,,
005424.png,rest_half,restHalf,,
005425.png,rest_half,restHalf,,
005426.png,rest_quarter,restQuarter,,
005427.png,rest_quarter,restQuarter,,
005428.png,rest_quarter,restQuarter,,
005429.png,rest_quarter,restQuarter,,
005430.png,rest_quarter,restQuarter,,
005431.png,rest_quarter,restQuarter,,
005432.png,rest_quarter,restQuarter,,
005433.png,rest_quarter,restQuarter,,
005434.png,rest_quarter,restQuarter,,
005435.png,rest_quarter,restQuarter,,
005436.png,rest_quarter,restQuarter,,
005437.png,rest_quarter,restQuarter,,
005438.png,rest_quarter,restQuarter,,
005439.png,rest_quarter,restQuarter,,
005440.png,rest_quarter,restQuarter,,
005441.png,rest_whole,restWhole,,
005442.png,rest_whole,restWhole,,
005443.png,rest_whole,restWhole,,
005444.png,rest_whole,restWhole,,
005445.png,rest_whole,restWhole,,
005446.png,rest_whole,restWhole,,
005447.png,rest_whole,restWhole,,
005448.png,rest_whole,restWhole,,
005449.png,rest_whole,restWhole,,
005450.png,rest_whole,restWhole,,
005451.png,rest_whole,restWhole,,
005452.png,rest_whole,restWhole,,
005453.png,rest_whole,restWhole,,
005454.png,rest_whole,restWhole,,
005455.png,rest_whole,restWhole,,
005456.png,rest_whole,restWhole,,
005457.png,rest_whole,restWhole,,
005458.png,rest_whole,restWhole,,
005459.png,rest_whole,restWhole,,
005460.png,rest_whole,restWhole,,
005461.png,rest_whole,restWhole,,
005462.png,rest_whole,restWhole,,
005463.png,rest_whole,restWhole,,
005464.png,rest_whole,restWhole,,
005465.png,rest_whole,restWhole,,
005466.png,rest_whole,restWhole,,
005467.png,rest_whole,restWhole,,
005468.png,rest_whole,restWhole,,
005469.png,rest_whole,restWhole,,
005470.png,rest_whole,restWhole,,
005471.png,rest_whole,restWhole,,
005472.png,rest_whole,restWhole,,
005473.png,rest_whole,restWhole,,
005474.png,rest_whole,restWhole,,
005475.png,rest_whole,restWhole,,
005476.png,rest_whole,restWhole,,
005477.png,rest_whole,restWhole,,
005478.png,rest_whole,restWhole,,
005479.png,rest_whole,restWhole,,
005480.png,rest_whole,restWhole,,
005481.png,rest_whole,restWhole,,
005482.png,rest_whole,restWhole,,
005483.png,rest_whole,restWhole,,
005484.png,rest_whole,restWhole,,
005485.png,rest_whole,restWhole,,
005486.png,rest_whole,restWhole,,
005487.png,rest_whole,restWhole,,
005488.png,rest_whole,restWhole,,
005489.png,rest_whole,restWhole,,
005490.png,rest_whole,restWhole,,
005491.png,rest_whole,restWhole,,
005492.png,rest_whole,restWhole,,
005493.png,rest_whole,restWhole,,
005494.png,rest_whole,restWhole,,
005495.png,rest_whole,restWhole,,
005496.png,rest_whole,restWhole,,
005497.png,rest_whole,restWhole,,
005498.png,rest_whole,restWhole,,
005499.png,rest_whole,restWhole,,
005500.png,rest_whole,restWhole,,
005501.png,rest_whole,restWhole,,
005502.png,rest_whole,restWhole,,
005503.png,rest_whole,restWhole,,
005504.png,rest_whole,restWhole,,
005505.png,rest_whole,restWhole,,
005506.png,rest_whole,restWhole,,
005507.png,rest_whole,restWhole,,
005508.png,rest_whole,restWhole,,
005509.png,rest_whole,restWhole,,
005510.png,rest_whole,restWhole,,
005511.png,rest_whole,restWhole,,
005512.png,rest_whole,restWhole,,
005513.png,rest_whole,restWhole,,
005514.png,rest_whole,restWhole,,
005515.png,rest_whole,restWhole,,
005516.png,rest_whole,restWhole,,
005517.png,rest_whole,restWhole,,
005518.png,rest_whole,restWhole,,
005519.png,rest_whole,restWhole,,
005520.png,rest_whole,restWhole,,
005521.png,rest_whole,restWhole,,
005522.png,rest_whole,restWhole,,
005523.png,rest_whole,restWhole,,
005524.png,rest_whole,restWhole,,
005525.png,rest_whole,restWhole,,
005526.png,rest_whole,restWhole,,
005527.png,rest_whole,restWhole,,
005528.png,rest_whole,restWhole,,
005529.png,rest_whole,restWhole,,
005530.png,rest_whole,restWhole,,
005531.png,rest_whole,restWhole,,
005532.png,rest_whole,restWhole,,
005533.png,rest_whole,restWhole,,
005534.png,dot,augmentationDot,,
005535.png,dot,augmentationDot,,
005536.png,dot,augmentationDot,,
005537.png,dot,augmentationDot,,
005538.png,dot,augmentationDot,,
005539.png,rest_quarter,restQuarter,,
005540.png,rest_quarter,restQuarter,,
005541.png,rest_quarter,restQuarter,,
005542.png,rest_quarter,restQuarter,,
005543.png,dot,augmentationDot,,
005544.png,dot,augmentationDot,,
005545.png,rest_quarter,restQuarter,,
005546.png,rest_quarter,restQuarter,,
005547.png,rest_quarter,restQuarter,,
005548.png,rest_half,restHalf,,
005549.png,rest_half,restHalf,,
005550.png,dot,augmentationDot,,
005551.png,rest_quarter,restQuarter,,
005552.png,clef_treble,clefG,,
005553.png,clef_bass,clefF,,
005554.png,clef_bass,clefF,,
005555.png,clef_treble,clefG,,
005556.png,clef_alto,clefCAlto,,
005557.png,rest_whole,restWhole,,
005558.png,rest_whole,restWhole,,
005559.png,rest_whole,restWhole,,
005560.png,clef_treble,clefG,,
005561.png,clef_8,clef8,,
005562.png,clef_treble,clefG,,
005563.png,clef_8,clef8,,
005564.png,clef_treble,clefG,,
005565.png,clef_treble,clefG,,
005566.png,clef_bass,clefF,,
005567.png,clef_bass,clefF,,
005568.png,clef_8,clef8,,
005569.png,clef_treble,clefG,,
005570.png,clef_treble,clefG,,
005571.png,clef_alto,clefCAlto,,
005572.png,clef_bass,clefF,,
005573.png,clef_treble,clefG,,
005574.png,clef_bass,clefF,,
005575.png,rest_whole,restWhole,,
005576.png,clef_treble,clefG,,
005577.png,clef_treble,clefG,,
005578.png,clef_alto,clefCAlto,,
005579.png,rest_whole,restWhole,,
005580.png,rest_whole,restWhole,,
005581.png,rest_whole,restWhole,,
005582.png,rest_whole,restWhole,,
005583.png,rest_whole,restWhole,,
005584.png,rest_whole,restWhole,,
005585.png,rest_whole,restWhole,,
005586.png,rest_whole,restWhole,,
005587.png,rest_whole,restWhole,,
005588.png,rest_whole,restWhole,,
005589.png,rest_whole,restWhole,,
005590.png,rest_whole,restWhole,,
005591.png,rest_whole,restWhole,,
005592.png,rest_whole,restWhole,,
005593.png,rest_whole,restWhole,,
005594.png,rest_whole,restWhole,,
005595.png,rest_whole,restWhole,,
005596.png,rest_whole,restWhole,,
005597.png,rest_whole,restWhole,,
005598.png,rest_whole,restWhole,,
005599.png,rest_whole,restWhole,,
005600.png,rest_whole,restWhole,,
005601.png,rest_whole,restWhole,,
005602.png,rest_whole,restWhole,,
005603.png,rest_whole,restWhole,,
005604.png,rest_whole,restWhole,,
005605.png,rest_whole,restWhole,,
005606.png,rest_whole,restWhole,,
005607.png,rest_whole,restWhole,,
005608.png,rest_quarter,restQuarter,,
005609.png,rest_quarter,restQuarter,,
005610.png,dot,augmentationDot,,
005611.png,dot,augmentationDot,,
005612.png,clef_bass,clefF,,
005613.png,clef_bass,clefF,,
005614.png,clef_8,clef8,,
005615.png,rest_half,restHalf,,
005616.png,rest_quarter,restQuarter,,
005617.png,rest_quarter,restQuarter,,
005618.png,rest_quarter,restQuarter,,
005619.png,rest_quarter,restQuarter,,
005620.png,rest_quarter,restQuarter,,
005621.png,dot,augmentationDot,,
005622.png,dot,augmentationDot,,
005623.png,dot,augmentationDot,,
005624.png,rest_quarter,restQuarter,,
005625.png,rest_quarter,restQuarter,,
005626.png,rest_quarter,restQuarter,,
005627.png,rest_quarter,restQuarter,,
005628.png,rest_quarter,restQuarter,,
005629.png,rest_quarter,restQuarter,,
005630.png,rest_quarter,restQuarter,,
005631.png,rest_quarter,restQuarter,,
005632.png,rest_half,restHalf,,
005633.png,rest_quarter,restQuarter,,
005634.png,rest_quarter,restQuarter,,
005635.png,rest_quarter,restQuarter,,
005636.png,rest_quarter,restQuarter,,
005637.png,rest_half,restHalf,,
005638.png,rest_half,restHalf,,
005639.png,dot,augmentationDot,,
005640.png,natural,accidentalNatural,5,
005641.png,natural,accidentalNatural,5,
005642.png,natural,accidentalNatural,2,
005643.png,rest_8th,rest8th,,
005644.png,dot,augmentationDot,,
005645.png,rest_8th,rest8th,,
005646.png,time_3,timeSig3,,
005647.png,time_4,timeSig4,,
005648.png,clef_bass,clefF,,
005649.png,time_3,timeSig3,,
005650.png,time_4,timeSig4,,
005651.png,clef_treble,clefG,,
005652.png,rest_8th,rest8th,,
005653.png,dot,augmentationDot,,
005654.png,dot,augmentationDot,,
005655.png,dot,augmentationDot,,
005656.png,dot,augmentationDot,,
005657.png,dot,augmentationDot,,
005658.png,dot,augmentationDot,,
005659.png,dot,augmentationDot,,
005660.png,clef_bass,clefF,,
005661.png,clef_treble,clefG,,
005662.png,dot,augmentationDot,,
005663.png,dot,augmentationDot,,
005664.png,dot,augmentationDot,,
005665.png,dot,augmentationDot,,
005666.png,dot,augmentationDot,,
005667.png,rest_half,restHalf,,
005668.png,dot,augmentationDot,,
005669.png,rest_half,restHalf,,
005670.png,rest_8th,rest8th,,
005671.png,clef_bass,clefF,,
005672.png,clef_treble,clefG,,
005673.png,rest_half,restHalf,,
005674.png,rest_quarter,restQuarter,,
005675.png,rest_8th,rest8th,,
005676.png,dot,augmentationDot,,
005677.png,clef_treble,clefG,,
005678.png,clef_bass,clefF,,
005679.png,dot,augmentationDot,,
005680.png,dot,augmentationDot,,
005681.png,rest_8th,rest8th,,
005682.png,rest_8th,rest8th,,
005683.png,clef_bass,clefF,,
005684.png,clef_treble,clefG,,
005685.png,rest_8th,rest8th,,
005686.png,natural,accidentalNatural,-2,
005687.png,natural,accidentalNatural,-2,
005688.png,flat,accidentalFlat,3,
005689.png,sharp,accidentalSharp,-1,
005690.png,sharp,accidentalSharp,6,
005691.png,sharp,accidentalSharp,-1,
005692.png,rest_half,restHalf,,
005693.png,rest_quarter,restQuarter,,
005694.png,rest_quarter,restQuarter,,
005695.png,dot,augmentationDot,,
005696.png,rest_8th,rest8th,,
005697.png,clef_tenor,clefCTenor,,
005698.png,rest_whole,restWhole,,
005699.png,rest_quarter,restQuarter,,
005700.png,dot,augmentationDot,,
005701.png,dot,augmentationDot,,
005702.png,dot,augmentationDot,,
005703.png,clef_treble,clefG,,
005704.png,clef_treble,clefG,,
005705.png,clef_bass,clefF,,
005706.png,clef_bass,clefF,,
005707.png,clef_treble,clefG,,
005708.png,clef_bass,clefF,,
005709.png,rest_whole,restWhole,,
005710.png,rest_whole,restWhole,,
005711.png,dot,augmentationDot,,
005712.png,dot,augmentationDot,,
005713.png,dot,augmentationDot,,
005714.png,dot,augmentationDot,,
005715.png,dot,augmentationDot,,
005716.png,rest_quarter,restQuarter,,
005717.png,rest_quarter,restQuarter,,
005718.png,rest_8th,rest8th,,
005719.png,rest_8th,rest8th,,
005720.png,rest_quarter,restQuarter,,
005721.png,rest_quarter,restQuarter,,
005722.png,rest_quarter,restQuarter,,
005723.png,rest_quarter,restQuarter,,
005724.png,rest_quarter,restQuarter,,
005725.png,rest_quarter,restQuarter,,
005726.png,rest_8th,rest8th,,
005727.png,rest_8th,rest8th,,
005728.png,rest_quarter,restQuarter,,
005729.png,rest_8th,rest8th,,
005730.png,dot,augmentationDot,,
005731.png,dot,augmentationDot,,
005732.png,dot,augmentationDot,,
005733.png,rest_whole,restWhole,,
005734.png,dot,augmentationDot,,
005735.png,dot,augmentationDot,,
005736.png,dot,augmentationDot,,
005737.png,rest_8th,rest8th,,
005738.png,rest_8th,rest8th,,
005739.png,dot,augmentationDot,,
005740.png,dot,augmentationDot,,
005741.png,rest_8th,rest8th,,
005742.png,dot,augmentationDot,,
005743.png,clef_treble,clefG,,
005744.png,clef_treble,clefG,,
005745.png,clef_bass,clefF,,
005746.png,clef_treble,clefG,,
005747.png,clef_bass,clefF,,
005748.png,clef_tenor,clefCTenor,,
005749.png,dot,augmentationDot,,
005750.png,dot,augmentationDot,,
005751.png,rest_half,restHalf,,
005752.png,rest_half,restHalf,,
005753.png,dot,augmentationDot,,
005754.png,dot,augmentationDot,,
005755.png,dot,augmentationDot,,
005756.png,rest_8th,rest8th,,
005757.png,flat,accidentalFlat,-2,
005758.png,flat,accidentalFlat,-1,
005759.png,flat,accidentalFlat,-2,
005760.png,natural,accidentalNatural,-2,
005761.png,natural,accidentalNatural,-1,
005762.png,flat,accidentalFlat,3,
005763.png,natural,accidentalNatural,4,
005764.png,natural,accidentalNatural,-2,
005765.png,natural,accidentalNatural,-1,
005766.png,flat,accidentalFlat,5,
005767.png,natural,accidentalNatural,5,
005768.png,flat,accidentalFlat,-4,
005769.png,natural,accidentalNatural,-4,
005770.png,natural,accidentalNatural,6,
005771.png,natural,accidentalNatural,-1,
005772.png,natural,accidentalNatural,5,
005773.png,flat,accidentalFlat,5,
005774.png,flat,accidentalFlat,5,
005775.png,natural,accidentalNatural,5,
005776.png,natural,accidentalNatural,4,
005777.png,natural,accidentalNatural,5,
005778.png,flat,accidentalFlat,-2,
005779.png,natural,accidentalNatural,5,
005780.png,flat,accidentalFlat,5,
005781.png,natural,accidentalNatural,6,
005782.png,natural,accidentalNatural,3,
005783.png,flat,accidentalFlat,3,
005784.png,natural,accidentalNatural,4,
005785.png,natural,accidentalNatural,6,
005786.png,flat,accidentalFlat,-1,
005787.png,flat,accidentalFlat,2,
005788.png,natural,accidentalNatural,2,
005789.png,natural,accidentalNatural,3,
005790.png,natural,accidentalNatural,-1,
005791.png,flat,accidentalFlat,1,
005792.png,natural,accidentalNatural,-2,
005793.png,flat,accidentalFlat,-3,
005794.png,flat,accidentalFlat,-2,
005795.png,natural,accidentalNatural,-4,
005796.png,natural,accidentalNatural,-2,
005797.png,flat,accidentalFlat,5,
005798.png,natural,accidentalNatural,5,
005799.png,flat,accidentalFlat,4,
005800.png,natural,accidentalNatural,6,
005801.png,natural,accidentalNatural,5,
005802.png,natural,accidentalNatural,3,
005803.png,flat,accidentalFlat,2,
005804.png,natural,accidentalNatural,2,
005805.png,natural,accidentalNatural,4,
005806.png,natural,accidentalNatural,5,
005807.png,flat,accidentalFlat,4,
005808.png,natural,accidentalNatural,3,
005809.png,flat,accidentalFlat,0,
005810.png,natural,accidentalNatural,0,
005811.png,natural,accidentalNatural,6,
005812.png,natural,accidentalNatural,-4,
005813.png,natural,accidentalNatural,3,
005814.png,natural,accidentalNatural,-4,
005815.png,natural,accidentalNatural,-1,
005816.png,natural,accidentalNatural,6,
005817.png,flat,accidentalFlat,-3,
005818.png,natural,accidentalNatural,-3,
005819.png,flat,accidentalFlat,2,
005820.png,flat,accidentalFlat,5,
005821.png,natural,accidentalNatural,-2,
005822.png,natural,accidentalNatural,-1,
005823.png,natural,accidentalNatural,-2,
005824.png,natural,accidentalNatural,-8,
005825.png,natural,accidentalNatural,-1,
005826.png,natural,accidentalNatural,-5,
005827.png,natural,accidentalNatural,-1,
005828.png,flat,accidentalFlat,-1,
005829.png,natural,accidentalNatural,-1,
005830.png,natural,accidentalNatural,-8,
005831.png,natural,accidentalNatural,0,
005832.png,flat,accidentalFlat,-3,
005833.png,natural,accidentalNatural,-1,
005834.png,natural,accidentalNatural,-2,
005835.png,natural,accidentalNatural,-1,
005836.png,natural,accidentalNatural,-2,
005837.png,flat,accidentalFlat,-2,
005838.png,flat,accidentalFlat,-2,
005839.png,natural,accidentalNatural,-2,
005840.png,rest_quarter,restQuarter,,
005841.png,clef_bass,clefF,,
005842.png,clef_treble,clefG,,
005843.png,clef_alto,clefCAlto,,
005844.png,rest_quarter,restQuarter,,
005845.png,clef_bass,clefF,,
005846.png,clef_treble,clefG,,
005847.png,rest_quarter,restQuarter,,
005848.png,rest_quarter,restQuarter,,
005849.png,clef_alto,clefCAlto,,
005850.png,clef_treble,clefG,,
005851.png,rest_quarter,restQuarter,,
005852.png,clef_alto,clefCAlto,,
005853.png,clef_treble,clefG,,
005854.png,rest_quarter,restQuarter,,
005855.png,rest_quarter,restQuarter,,
005856.png,clef_alto,clefCAlto,,
005857.png,clef_treble,clefG,,
005858.png,rest_quarter,restQuarter,,
